,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,daily,daily_lower,daily_upper,hourly,hourly_lower,hourly_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yhat
0,2018-03-08 16:59:56,0.0002988315254968275,0.0002988315254968275,0.0002988315254968275,0.00028952005748566036,0.00030519277704462117,7.954738568615739e-06,7.954738568615739e-06,7.954738568615739e-06,-9.789866076085927e-06,-9.789866076085927e-06,-9.789866076085927e-06,-1.8351275074701886e-06,-1.8351275074701886e-06,-1.8351275074701886e-06,-1.8351275074701886e-06,-1.8351275074701886e-06,-1.8351275074701886e-06,0.0002969963979893573
1,2018-03-08 17:59:54,0.00030011656768558903,0.00030011656768558903,0.00030011656768558903,0.00029291276598807466,0.0003080149287840719,3.8062499066326545e-06,3.8062499066326545e-06,3.8062499066326545e-06,-3.4284908805501846e-06,-3.4284908805501846e-06,-3.4284908805501846e-06,3.7775902608246943e-07,3.7775902608246943e-07,3.7775902608246943e-07,3.7775902608246943e-07,3.7775902608246943e-07,3.7775902608246943e-07,0.0003004943267116715
2,2018-03-08 18:59:38,0.00030139660971019195,0.00030139660971019195,0.00030139660971019195,0.00029601610319592123,0.0003104731673518165,-8.023017938186957e-07,-8.023017938186957e-07,-8.023017938186957e-07,2.8179422584176816e-06,2.8179422584176816e-06,2.8179422584176816e-06,2.0156404645989858e-06,2.0156404645989858e-06,2.0156404645989858e-06,2.0156404645989858e-06,2.0156404645989858e-06,2.0156404645989858e-06,0.00030341225017479096
3,2018-03-08 19:57:49,0.0003026434363585984,0.0003026434363585984,0.0003026434363585984,0.00029479019252095644,0.00030989699566517156,-4.560815324351828e-06,-4.560815324351828e-06,-4.560815324351828e-06,4.3164433344099594e-06,4.3164433344099594e-06,4.3164433344099594e-06,-2.443719899418683e-07,-2.443719899418683e-07,-2.443719899418683e-07,-2.443719899418683e-07,-2.443719899418683e-07,-2.443719899418683e-07,0.0003023990643686565
4,2018-03-08 20:59:52,0.00030397312287020465,0.00030397312287020465,0.00030397312287020465,0.0002995323709132662,0.0003152459128694167,-9.26541063064047e-06,-9.26541063064047e-06,-9.26541063064047e-06,1.2692093950747054e-05,1.2692093950747054e-05,1.2692093950747054e-05,3.4266833201065853e-06,3.4266833201065853e-06,3.4266833201065853e-06,3.4266833201065853e-06,3.4266833201065853e-06,3.4266833201065853e-06,0.00030739980619031126
5,2018-03-08 21:59:39,0.00030525423635855586,0.0003052542363585558,0.0003052542363585558,0.00029877058726180517,0.00031316197087128577,-1.4750161528602284e-05,-1.4750161528602284e-05,-1.4750161528602284e-05,1.5454548589461172e-05,1.5454548589461172e-05,1.5454548589461172e-05,7.043870608588867e-07,7.043870608588867e-07,7.043870608588867e-07,7.043870608588867e-07,7.043870608588867e-07,7.043870608588867e-07,0.0003059586234194147
6,2018-03-08 22:59:48,0.0003065432072477277,0.0003065432072477277,0.0003065432072477277,0.0002976815947983865,0.0003119424975059023,-1.8585832732376797e-05,-1.8585832732376797e-05,-1.8585832732376797e-05,1.6878162855991683e-05,1.6878162855991683e-05,1.6878162855991683e-05,-1.7076698763851168e-06,-1.7076698763851168e-06,-1.7076698763851168e-06,-1.7076698763851168e-06,-1.7076698763851168e-06,-1.7076698763851168e-06,0.0003048355373713426
7,2018-03-08 23:59:48,0.0003078289693553578,0.0003078289693553578,0.0003078289693553578,0.0002979327267832314,0.00031287284493804597,-1.8622822910637855e-05,-1.8622822910637855e-05,-1.8622822910637855e-05,1.6393784582415055e-05,1.6393784582415055e-05,1.6393784582415055e-05,-2.2290383282227975e-06,-2.2290383282227975e-06,-2.2290383282227975e-06,-2.2290383282227975e-06,-2.2290383282227975e-06,-2.2290383282227975e-06,0.00030559993102713504
8,2018-03-09 00:59:41,0.00030911223137000096,0.00030911223137000096,0.00030911223137000096,0.00030044175906147885,0.00031558264180914166,-1.6135899668694443e-05,-1.6135899668694443e-05,-1.6135899668694443e-05,1.5378391531065508e-05,1.5378391531065508e-05,1.5378391531065508e-05,-7.575081376289333e-07,-7.575081376289333e-07,-7.575081376289333e-07,-7.575081376289333e-07,-7.575081376289333e-07,-7.575081376289333e-07,0.00030835472323237204
9,2018-03-09 01:59:45,0.00031039942210219515,0.00031039942210219515,0.00031039942210219515,0.0003028589828919701,0.00031819047591326413,-1.330386896824965e-05,-1.330386896824965e-05,-1.330386896824965e-05,1.371631951901072e-05,1.371631951901072e-05,1.371631951901072e-05,4.124505507610703e-07,4.124505507610703e-07,4.124505507610703e-07,4.124505507610703e-07,4.124505507610703e-07,4.124505507610703e-07,0.0003108118726529562
10,2018-03-09 02:59:14,0.00031167411236945403,0.00031167411236945403,0.00031167411236945403,0.0003048598974185655,0.0003202105976633664,-9.539700224088685e-06,-9.539700224088685e-06,-9.539700224088685e-06,1.0637075796077026e-05,1.0637075796077026e-05,1.0637075796077026e-05,1.0973755719883401e-06,1.0973755719883401e-06,1.0973755719883401e-06,1.0973755719883401e-06,1.0973755719883401e-06,1.0973755719883401e-06,0.0003127714879414424
11,2018-03-09 03:59:38,0.0003129684462244684,0.0003129684462244684,0.0003129684462244684,0.00030457091419211724,0.0003196833232879766,-2.672914232107389e-06,-2.672914232107389e-06,-2.672914232107389e-06,1.7364159420899105e-06,1.7364159420899105e-06,1.7364159420899105e-06,-9.364982900174793e-07,-9.364982900174793e-07,-9.364982900174793e-07,-9.364982900174793e-07,-9.364982900174793e-07,-9.364982900174793e-07,0.0003120319479344509
12,2018-03-09 04:59:50,0.00031425849420579064,0.00031425849420579064,0.00031425849420579064,0.00030526853497239194,0.0003205885709580009,5.691242067984056e-06,5.691242067984056e-06,5.691242067984056e-06,-6.903469578357501e-06,-6.903469578357501e-06,-6.903469578357501e-06,-1.2122275103734463e-06,-1.2122275103734463e-06,-1.2122275103734463e-06,-1.2122275103734463e-06,-1.2122275103734463e-06,-1.2122275103734463e-06,0.0003130462666954172
13,2018-03-09 05:59:57,0.0003155467564064078,0.0003155467564064078,0.0003155467564064078,0.00030948480971764434,0.0003244211173831338,1.0079049102522308e-05,1.0079049102522308e-05,1.0079049102522308e-05,-8.746486097946928e-06,-8.746486097946928e-06,-8.746486097946928e-06,1.332563004575382e-06,1.332563004575382e-06,1.332563004575382e-06,1.332563004575382e-06,1.332563004575382e-06,1.332563004575382e-06,0.00031687931941098323
