,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,daily,daily_lower,daily_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yhat
0,2018-03-18 14:59:45,0.028218197772277433,0.028218197772277433,0.028218197772277433,0.026731490452670707,0.02914344978414437,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,-0.0003599521409615278,0.027858245631315906
1,2018-03-18 15:59:57,0.028267899098411636,0.028267899098411636,0.028267899098411636,0.02691505184989325,0.029078537439108165,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,-0.0003172878289941454,0.02795061126941749
2,2018-03-18 16:58:48,0.02831648585992323,0.028316485859923232,0.028316485859923232,0.02703845374483573,0.029355218648036502,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,-0.00015555201073956016,0.028160933849183667
3,2018-03-18 17:59:52,0.02836690270902504,0.02836690270902504,0.02836690270902504,0.027321898025983685,0.029555957315635664,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,4.0282800805873265e-05,0.02840718550983091
4,2018-03-18 18:59:53,0.02841645267453148,0.02841645267453148,0.02841645267453148,0.027446030685067263,0.02968509504800709,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.00014492253552455262,0.028561375210056035
5,2018-03-18 19:59:54,0.028466002640037926,0.028466002640037926,0.028466002640037926,0.02743815144458887,0.02979461422974227,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.00012815322629359786,0.028594155866331523
6,2018-03-18 20:59:52,0.02851551132537316,0.02851551132537316,0.02851551132537316,0.027460052896346863,0.029697756607767557,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,6.086997177597523e-05,0.028576381297149133
7,2018-03-18 21:59:30,0.028564744809721203,0.028564744809721203,0.028564744809721203,0.027474761250988005,0.029737695541062592,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,4.618300545704129e-05,0.028610927815178246
8,2018-03-18 22:59:53,0.0286145974966393,0.0286145974966393,0.0286145974966393,0.027620711082637743,0.029876735950154006,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.00012420630695002976,0.02873880380358933
9,2018-03-18 23:59:59,0.028664216262586487,0.028664216262586487,0.028664216262586487,0.027729094643290875,0.029976865566426425,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.00023969475406344245,0.02890391101664993
10,2018-03-19 00:59:48,0.02871360110756277,0.02871360110756277,0.02871360110756277,0.027836726100341547,0.03018840381664089,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.0003034238172000404,0.02901702492476281
11,2018-03-19 01:55:12,0.02875933953740427,0.02875933953740427,0.02875933953740427,0.027915765429994997,0.03017609899163009,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.00028374239642534944,0.02904308193382962
12,2018-03-19 02:59:27,0.02881238455757244,0.02881238455757244,0.02881238455757244,0.027929183581614066,0.030166567344967407,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.00021031303344874088,0.02902269759102118
13,2018-03-19 03:59:49,0.028862223484433423,0.028862223484433423,0.028862223484433423,0.027897226937875254,0.03019474818820462,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.00016320036872083727,0.02902542385315426
14,2018-03-19 04:57:29,0.028909833262412636,0.028909833262412636,0.028909833262412636,0.027977756604395713,0.030194004270060845,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.00015782982659022423,0.02906766308900286
15,2018-03-19 05:59:08,0.028960731692685794,0.028960731692685794,0.028960731692685794,0.027950530758595514,0.030274357196800546,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.00014677222133438838,0.029107503914020182
