Time,avg
2018-03-03 10:59:43,0.030681000
2018-03-03 11:59:45,0.030151000
2018-03-03 12:59:59,0.031468000
2018-03-03 13:44:59,0.0313116666666666666666666700
2018-03-03 20:59:54,0.0302303333333333333333333300
2018-03-03 21:59:54,0.0298826666666666666666666700
2018-03-03 22:59:46,0.0295386666666666666666666700
2018-03-03 23:59:35,0.0309896666666666666666666700
2018-03-04 00:59:20,0.0318523333333333333333333300
2018-03-04 01:59:59,0.0308626666666666666666666700
2018-03-04 02:58:28,0.0312376666666666666666666700
2018-03-04 03:59:48,0.0313636666666666666666666700
2018-03-04 04:59:47,0.0319256666666666666666666700
2018-03-04 05:59:59,0.0318753333333333333333333300
2018-03-04 06:59:59,0.031735000
2018-03-04 07:59:19,0.0319293333333333333333333300
2018-03-04 08:59:49,0.031950000
2018-03-04 09:59:36,0.0317136666666666666666666700
2018-03-04 10:59:14,0.031058000
2018-03-04 11:37:53,0.0310706666666666666666666700
2018-03-04 12:58:42,0.031127000
2018-03-04 13:59:13,0.0309223333333333333333333300
2018-03-04 14:59:15,0.0309073333333333333333333300
2018-03-04 15:59:42,0.0305346666666666666666666700
2018-03-04 16:59:36,0.0306213333333333333333333300
2018-03-04 17:59:40,0.0309226666666666666666666700
2018-03-04 18:59:57,0.0305606666666666666666666700
2018-03-04 19:59:28,0.030252000
2018-03-04 20:59:42,0.0297846666666666666666666700
2018-03-04 21:59:58,0.0298376666666666666666666700
2018-03-04 22:56:28,0.0300506666666666666666666700
2018-03-04 23:59:39,0.0304306666666666666666666700
2018-03-05 00:58:03,0.0307213333333333333333333300
2018-03-05 01:59:13,0.0309716666666666666666666700
2018-03-05 02:58:43,0.0314466666666666666666666700
2018-03-05 03:59:59,0.0314793333333333333333333300
2018-03-05 04:56:58,0.0314983333333333333333333300
2018-03-05 05:57:42,0.0312553333333333333333333300
2018-03-05 06:55:55,0.0312766666666666666666666700
2018-03-05 07:57:44,0.031243000
2018-03-05 08:59:14,0.0308083333333333333333333300
2018-03-05 09:59:16,0.030709000
2018-03-05 10:59:01,0.0308026666666666666666666700
2018-03-05 11:59:45,0.0308493333333333333333333300
2018-03-05 12:59:31,0.030904000
2018-03-05 13:59:40,0.031056000
2018-03-05 14:59:59,0.032106000
2018-03-05 15:59:48,0.0332816666666666666666666700
2018-03-05 16:59:54,0.0335973333333333333333333300
2018-03-05 17:59:53,0.0340206666666666666666666700
