,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,daily,daily_lower,daily_upper,hourly,hourly_lower,hourly_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yhat
0,2018-03-03 10:59:43,0.02894326950590877,0.02894326950590877,0.02894326950590877,0.027709433924480477,0.030724755363271208,-0.0007613120319408423,-0.0007613120319408423,-0.0007613120319408423,0.0006156998313910303,0.0006156998313910303,0.0006156998313910303,0.00017018475703310513,0.00017018475703310513,0.00017018475703310513,0.00017018475703310513,0.00017018475703310513,0.00017018475703310513,0.0003157969575829171,0.0003157969575829171,0.0003157969575829171,0.029113454262941877
1,2018-03-03 11:59:45,0.029016551916170287,0.029016551916170287,0.029016551916170287,0.027662073484907766,0.030593292556177407,-0.0008553194025711192,-0.0008553194025711192,-0.0008553194025711192,0.000614719920038437,0.000614719920038437,0.000614719920038437,0.00010126144235226642,0.00010126144235226642,0.00010126144235226642,0.00010126144235226642,0.00010126144235226642,0.00010126144235226642,0.00034186092488494883,0.00034186092488494883,0.00034186092488494883,0.029117813358522555
2,2018-03-03 12:59:59,0.029090078465499856,0.029090078465499856,0.029090078465499856,0.027572183902679234,0.03053395234524937,-0.0005851904099693064,-0.0005851904099693064,-0.0005851904099693064,0.00013674464185328152,0.00013674464185328152,0.00013674464185328152,-8.533423093677581e-05,-8.533423093677581e-05,-8.533423093677581e-05,-8.533423093677581e-05,-8.533423093677581e-05,-8.533423093677581e-05,0.000363111537179249,0.000363111537179249,0.000363111537179249,0.02900474423456308
3,2018-03-03 13:44:59,0.02914500975581249,0.02914500975581249,0.02914500975581249,0.030187974730704257,0.033089781974332974,8.650787393000481e-05,8.650787393000481e-05,8.650787393000481e-05,0.0019899313339193335,0.0019899313339193335,0.0019899313339193335,0.0024524170791219648,0.0024524170791219648,0.0024524170791219648,0.0024524170791219648,0.0024524170791219648,0.0024524170791219648,0.0003759778712726265,0.0003759778712726265,0.0003759778712726265,0.03159742683493445
4,2018-03-03 20:59:54,0.029675910504222896,0.029675910504222896,0.029675910504222896,0.02871501088714983,0.031841942214561166,-0.00020095121895933587,-0.00020095121895933587,-0.00020095121895933587,0.0005150819095572952,0.0005150819095572952,0.0005150819095572952,0.0007159896300118696,0.0007159896300118696,0.0007159896300118696,0.0007159896300118696,0.0007159896300118696,0.0007159896300118696,0.0004018589394139102,0.0004018589394139102,0.0004018589394139102,0.030391900134234765
5,2018-03-03 21:59:54,0.029749152224639735,0.029749152224639735,0.029749152224639735,0.028595516780280605,0.031661088053981004,-0.0010015128704019575,-0.0010015128704019575,-0.0010015128704019575,0.001037784634292467,0.001037784634292467,0.001037784634292467,0.00043305763524915264,0.00043305763524915264,0.00043305763524915264,0.00043305763524915264,0.00043305763524915264,0.00043305763524915264,0.00039678587135864315,0.00039678587135864315,0.00039678587135864315,0.030182209859888887
6,2018-03-03 22:59:46,0.029822231185677874,0.029822231185677874,0.029822231185677874,0.028497599832627552,0.03158401595826996,-0.0008893228424097052,-0.0008893228424097052,-0.0008893228424097052,0.0007223942597247487,0.0007223942597247487,0.0007223942597247487,0.00022406397251124085,0.00022406397251124085,0.00022406397251124085,0.00022406397251124085,0.00022406397251124085,0.00022406397251124085,0.0003909925551961974,0.0003909925551961974,0.0003909925551961974,0.030046295158189115
7,2018-03-03 23:59:35,0.029895249111948994,0.029895249111948994,0.029895249111948994,0.028606669612842403,0.03169497102853534,-0.00024115562731155787,-0.00024115562731155787,-0.00024115562731155787,0.0001604359245479084,0.0001604359245479084,0.0001604359245479084,0.0003041694656734522,0.0003041694656734522,0.0003041694656734522,0.0003041694656734522,0.0003041694656734522,0.0003041694656734522,0.0003848891684371017,0.0003848891684371017,0.0003848891684371017,0.030199418577622445
8,2018-03-04 00:59:20,0.029968185658530766,0.029968185658530766,0.029968185658530766,0.02896893989064647,0.03187248433849287,6.0454351543454944e-05,6.0454351543454944e-05,6.0454351543454944e-05,1.518443333334294e-05,1.518443333334294e-05,1.518443333334294e-05,0.0004545097344197328,0.0004545097344197328,0.0004545097344197328,0.0004545097344197328,0.0004545097344197328,0.0004545097344197328,0.00037887094954293485,0.00037887094954293485,0.00037887094954293485,0.030422695392950498
9,2018-03-04 01:59:59,0.03004222083091879,0.03004222083091879,0.03004222083091879,0.029158119090106363,0.03233136852442508,-0.00019789357732025251,-0.00019789357732025251,-0.00019789357732025251,0.0004648441117781495,0.0004648441117781495,0.0004648441117781495,0.0006401697368827723,0.0006401697368827723,0.0006401697368827723,0.0006401697368827723,0.0006401697368827723,0.0006401697368827723,0.0003732192024248755,0.0003732192024248755,0.0003732192024248755,0.030682390567801563
10,2018-03-04 02:58:28,0.030113611163402873,0.030113611163402873,0.030113611163402873,0.029219062175863536,0.03218441139931021,-0.00033703136308499274,-0.00033703136308499274,-0.00033703136308499274,0.0005452041063781236,0.0005452041063781236,0.0005452041063781236,0.000576706927741736,0.000576706927741736,0.000576706927741736,0.000576706927741736,0.000576706927741736,0.000576706927741736,0.00036853418444860527,0.00036853418444860527,0.00036853418444860527,0.03069031809114461
