Time,avg
2018-04-02 06:59:59,0.0021176666666666666666666700
2018-04-02 07:59:57,0.002135000
2018-04-02 08:59:58,0.002128000
2018-04-02 09:59:55,0.0021423333333333333333333300
2018-04-02 10:59:59,0.0021433333333333333333333300
2018-04-02 11:59:57,0.0021436666666666666666666700
2018-04-02 12:59:59,0.0021456666666666666666666700
2018-04-02 13:59:58,0.0021293333333333333333333300
2018-04-02 14:59:54,0.0021446666666666666666666700
2018-04-02 15:59:57,0.002151000
2018-04-02 16:59:56,0.0021506666666666666666666700
2018-04-02 17:59:57,0.0021523333333333333333333300
2018-04-02 18:59:51,0.002153000
2018-04-02 19:59:59,0.0021596666666666666666666700
2018-04-02 20:59:53,0.0021806666666666666666666700
2018-04-02 21:59:59,0.0021733333333333333333333300
2018-04-02 22:59:57,0.002184000
2018-04-02 23:59:49,0.002177000
2018-04-03 00:59:58,0.0022026666666666666666666700
2018-04-03 01:59:52,0.0022006666666666666666666700
2018-04-03 02:59:57,0.0021863333333333333333333300
2018-04-03 03:59:59,0.0021926666666666666666666700
2018-04-03 04:59:59,0.002190000
2018-04-03 05:59:55,0.0021916666666666666666666700
2018-04-03 06:59:52,0.0021936666666666666666666700
2018-04-03 07:59:59,0.002182000
2018-04-03 08:59:58,0.0021746666666666666666666700
2018-04-03 09:59:58,0.0021633333333333333333333300
2018-04-03 10:59:53,0.0021746666666666666666666700
2018-04-03 11:59:43,0.0021896666666666666666666700
2018-04-03 12:59:59,0.0021986666666666666666666700
2018-04-03 13:59:55,0.002207000
2018-04-03 14:59:58,0.002210000
2018-04-03 15:59:59,0.0022236666666666666666666700
2018-04-03 16:59:58,0.0022296666666666666666666700
2018-04-03 17:59:54,0.0022353333333333333333333300
2018-04-03 18:59:55,0.002243000
2018-04-03 19:59:59,0.0022813333333333333333333300
2018-04-03 20:59:58,0.002335000
2018-04-03 21:59:59,0.0023316666666666666666666700
2018-04-03 22:59:51,0.002283000
2018-04-03 23:59:57,0.002259000
2018-04-04 00:59:56,0.0022756666666666666666666700
2018-04-04 01:59:56,0.0022876666666666666666666700
2018-04-04 02:59:51,0.0022973333333333333333333300
2018-04-04 03:59:58,0.0023076666666666666666666700
