,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,daily,daily_lower,daily_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yhat
0,2018-03-17 08:59:30,0.02922393576028333,0.02922393576028333,0.02922393576028333,0.02829316929173581,0.029931762966627775,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,-0.00010261709603233985,0.029121318664250988
1,2018-03-17 09:59:54,0.029166470545516843,0.029166470545516843,0.029166470545516843,0.02819960323493446,0.029862223887197732,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,-0.0001761398922492099,0.028990330653267633
2,2018-03-17 10:58:35,0.02911063858602656,0.02911063858602656,0.02911063858602656,0.028032780066791232,0.02974412607857108,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,-0.00019576953180274376,0.028914869054223816
3,2018-03-17 11:59:57,0.02905225367411425,0.02905225367411425,0.02905225367411425,0.02811093194334031,0.029769797763358134,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,-0.0001891440635763575,0.028863109610537892
4,2018-03-17 12:58:55,0.028996152148219156,0.028996152148219156,0.028996152148219156,0.027882276177007604,0.02964567097240793,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,-0.00018903262720316986,0.028807119521015986
5,2018-03-17 13:58:52,0.028939115068330898,0.028939115068330898,0.028939115068330898,0.027919047114096696,0.029570926924013915,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,-0.00019100473036766315,0.028748110337963234
6,2018-03-17 14:58:51,0.028882046274747955,0.028882046274747955,0.028882046274747955,0.027895408878965272,0.02958933514006267,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,-0.00015660697585214984,0.028725439298895806
7,2018-03-17 15:59:48,0.028824057783910634,0.028824057783910634,0.028824057783910634,0.027931941113119436,0.029576930363058966,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,-5.77304857117007e-05,0.028766327298198932
8,2018-03-17 16:59:33,0.028767210986084063,0.028767210986084063,0.028767210986084063,0.02801358306952619,0.029663035388327107,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,7.431789796746995e-05,0.02884152888405153
9,2018-03-17 17:59:05,0.028710570327273317,0.028710570327273317,0.028710570327273317,0.027991979547830628,0.029730394293303982,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.00017358377695937376,0.02888415410423269
10,2018-03-17 18:59:52,0.028652740404909716,0.02865274040490972,0.02865274040490972,0.027972255338117487,0.029680853780876797,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.00019090340148830056,0.028843643806398016
11,2018-03-17 19:57:30,0.028597907426699314,0.028597907426699314,0.028597907426699314,0.027911867854879403,0.02954342375513038,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.0001421871152916216,0.028740094541990936
12,2018-03-17 20:59:08,0.02853926880511977,0.02853926880511977,0.02853926880511977,0.027768615729657345,0.029477979494641232,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,8.795863118706319e-05,0.028627227436306833
13,2018-03-17 21:59:28,0.028481867017635196,0.028481867017635196,0.028481867017635196,0.02779633344116343,0.029440985418070918,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,9.022764330457564e-05,0.02857209466093977
14,2018-03-17 22:59:57,0.028424368515146414,0.028424368515146414,0.028424368515146414,0.027669008314124176,0.029427295002691475,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.0001398241038281755,0.02856419261897459
15,2018-03-17 23:58:38,0.0283685811833021,0.0283685811833021,0.0283685811833021,0.02778472616894637,0.029309521781706222,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.00017215427289162793,0.028540735456193726
